image_name,image_path,perc_0,perc_1,perc_2,perc_3
NP.15_#_E_#_TCGA-E2-A14N-01Z-00-DX1_id-5e83b154ddda5f83987d538a_left-22127_top-70421_bottom-70677_right-22407,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.15_#_E_#_TCGA-E2-A14N-01Z-00-DX1_id-5e83b154ddda5f83987d538a_left-22127_top-70421_bottom-70677_right-22407.png,0,0,0,0
NP.12_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b13eddda5f83987d3772_left-59140_top-26895_bottom-27151_right-59450,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.12_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b13eddda5f83987d3772_left-59140_top-26895_bottom-27151_right-59450.png,0,0,1,0
NP.14_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b14cddda5f83987d47a6_left-58122_top-27632_bottom-27938_right-58386,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.14_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b14cddda5f83987d47a6_left-58122_top-27632_bottom-27938_right-58386.png,0,0,1,0
NP.29_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b1b2ddda5f83987da411_left-47311_top-24819_bottom-25106_right-47593,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.29_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b1b2ddda5f83987da411_left-47311_top-24819_bottom-25106_right-47593.png,0,0,1,0
JP.1_#_E_#_TCGA-AR-A1AR-01Z-00-DX1_id-5e83b171ddda5f83987d67df_left-16792_top-29834_bottom-30143_right-17060,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/JP.1_#_E_#_TCGA-AR-A1AR-01Z-00-DX1_id-5e83b171ddda5f83987d67df_left-16792_top-29834_bottom-30143_right-17060.png,0,0,1,0
NP.14_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b14cddda5f83987d47a6_left-59154_top-26895_bottom-27157_right-59428,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.14_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b14cddda5f83987d47a6_left-59154_top-26895_bottom-27157_right-59428.png,1,0,1,0
SP.1_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b15fddda5f83987d595d_left-8322_top-54474_bottom-54759_right-8611,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/SP.1_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b15fddda5f83987d595d_left-8322_top-54474_bottom-54759_right-8611.png,1,1,0,0
NP.22_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b185ddda5f83987d7974_left-8053_top-55975_bottom-56296_right-8367,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.22_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b185ddda5f83987d7974_left-8053_top-55975_bottom-56296_right-8367.png,1,0,0,0
NP.7_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b122ddda5f83987d1be9_left-8845_top-57302_bottom-57559_right-9102,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.7_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b122ddda5f83987d1be9_left-8845_top-57302_bottom-57559_right-9102.png,0,0,0,0
NP.10_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b12fddda5f83987d285f_left-47310_top-24821_bottom-25106_right-47571,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.10_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b12fddda5f83987d285f_left-47310_top-24821_bottom-25106_right-47571.png,0,0,1,0
SP.3_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b157ddda5f83987d568f_left-47819_top-20990_bottom-21257_right-48111,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/SP.3_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b157ddda5f83987d568f_left-47819_top-20990_bottom-21257_right-48111.png,1,1,0,0
NP.15_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b155ddda5f83987d54af_left-56827_top-27407_bottom-27664_right-57107,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.15_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b155ddda5f83987d54af_left-56827_top-27407_bottom-27664_right-57107.png,0,0,0,0
NP.14_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b148ddda5f83987d4367_left-16943_top-55936_bottom-56207_right-17209,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.14_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b148ddda5f83987d4367_left-16943_top-55936_bottom-56207_right-17209.png,0,0,0,0
JP.6_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b19dddda5f83987d8de8_left-8046_top-55487_bottom-55794_right-8355,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/JP.6_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b19dddda5f83987d8de8_left-8046_top-55487_bottom-55794_right-8355.png,0,0,0,1
NP.3_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b113ddda5f83987d0f2f_left-17447_top-58232_bottom-58513_right-17746,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.3_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b113ddda5f83987d0f2f_left-17447_top-58232_bottom-58513_right-17746.png,0,0,0,1
NP.28_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b1a4ddda5f83987d9546_left-8319_top-54469_bottom-54759_right-8611,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.28_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b1a4ddda5f83987d9546_left-8319_top-54469_bottom-54759_right-8611.png,0,1,0,1
NP.8_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b125ddda5f83987d1d57_left-44461_top-19454_bottom-19730_right-44755,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.8_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b125ddda5f83987d1d57_left-44461_top-19454_bottom-19730_right-44755.png,0,0,1,0
NP.3_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b111ddda5f83987d0c68_left-47298_top-21491_bottom-21759_right-47603,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.3_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b111ddda5f83987d0c68_left-47298_top-21491_bottom-21759_right-47603.png,1,0,0,0
NP.26_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b197ddda5f83987d85f2_left-9067_top-55759_bottom-56022_right-9369,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.26_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b197ddda5f83987d85f2_left-9067_top-55759_bottom-56022_right-9369.png,0,0,1,0
NP.22_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b189ddda5f83987d7dbf_left-12040_top-57471_bottom-57730_right-12348,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.22_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b189ddda5f83987d7dbf_left-12040_top-57471_bottom-57730_right-12348.png,0,0,0,0
NP.22_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b187ddda5f83987d7b19_left-45743_top-22766_bottom-23045_right-46076,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.22_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b187ddda5f83987d7b19_left-45743_top-22766_bottom-23045_right-46076.png,1,0,0,0
JP.6_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b19eddda5f83987d8fe5_left-44474_top-19197_bottom-19467_right-44755,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/JP.6_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b19eddda5f83987d8fe5_left-44474_top-19197_bottom-19467_right-44755.png,0,0,1,0
NP.13_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b140ddda5f83987d3979_left-44221_top-25810_bottom-26111_right-44509,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.13_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b140ddda5f83987d3979_left-44221_top-25810_bottom-26111_right-44509.png,0,1,0,0
NP.12_#_E_#_TCGA-AR-A1AR-01Z-00-DX1_id-5e83b13cddda5f83987d3598_left-16536_top-31126_bottom-31416_right-16842,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.12_#_E_#_TCGA-AR-A1AR-01Z-00-DX1_id-5e83b13cddda5f83987d3598_left-16536_top-31126_bottom-31416_right-16842.png,0,0,1,0
NP.15_#_E_#_TCGA-D8-A147-01Z-00-DX1_id-5e83b153ddda5f83987d524b_left-68686_top-20556_bottom-20836_right-68982,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.15_#_E_#_TCGA-D8-A147-01Z-00-DX1_id-5e83b153ddda5f83987d524b_left-68686_top-20556_bottom-20836_right-68982.png,0,0,0,0
JP.1_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b172ddda5f83987d6893_left-14853_top-57175_bottom-57515_right-15177,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/JP.1_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b172ddda5f83987d6893_left-14853_top-57175_bottom-57515_right-15177.png,0,0,1,0
NP.15_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b155ddda5f83987d54af_left-59141_top-26895_bottom-27159_right-59432,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.15_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b155ddda5f83987d54af_left-59141_top-26895_bottom-27159_right-59432.png,0,0,1,0
NP.28_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b1a6ddda5f83987d9725_left-45740_top-22245_bottom-22534_right-46069,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.28_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b1a6ddda5f83987d9725_left-45740_top-22245_bottom-22534_right-46069.png,0,0,1,0
NP.28_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b1a6ddda5f83987d9725_left-44227_top-19942_bottom-20251_right-44537,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.28_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b1a6ddda5f83987d9725_left-44227_top-19942_bottom-20251_right-44537.png,0,0,0,0
NP.15_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b14dddda5f83987d49b2_left-47279_top-24545_bottom-24843_right-47616,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.15_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b14dddda5f83987d49b2_left-47279_top-24545_bottom-24843_right-47616.png,0,0,1,0
NP.1_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b109ddda5f83987d0648_left-44485_top-23533_bottom-23826_right-44760,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.1_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b109ddda5f83987d0648_left-44485_top-23533_bottom-23826_right-44760.png,1,0,0,0
SP.1_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b15fddda5f83987d595d_left-8325_top-57019_bottom-57311_right-8600,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/SP.1_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b15fddda5f83987d595d_left-8325_top-57019_bottom-57311_right-8600.png,1,0,0,0
NP.10_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b131ddda5f83987d2adc_left-16431_top-56676_bottom-56976_right-16703,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.10_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b131ddda5f83987d2adc_left-16431_top-56676_bottom-56976_right-16703.png,0,1,0,0
NP.18_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b168ddda5f83987d5faa_left-47279_top-24550_bottom-24849_right-47615,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.18_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b168ddda5f83987d5faa_left-47279_top-24550_bottom-24849_right-47615.png,0,0,1,0
NP.15_#_E_#_TCGA-AR-A1AR-01Z-00-DX1_id-5e83b151ddda5f83987d504a_left-16537_top-31129_bottom-31421_right-16809,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.15_#_E_#_TCGA-AR-A1AR-01Z-00-DX1_id-5e83b151ddda5f83987d504a_left-16537_top-31129_bottom-31421_right-16809.png,0,0,1,0
NP.15_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b152ddda5f83987d50f4_left-16895_top-55660_bottom-55936_right-17222,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.15_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b152ddda5f83987d50f4_left-16895_top-55660_bottom-55936_right-17222.png,0,0,1,0
NP.26_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b19cddda5f83987d8d35_left-57092_top-27151_bottom-27425_right-57368,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.26_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b19cddda5f83987d8d35_left-57092_top-27151_bottom-27425_right-57368.png,0,0,1,0
JP.5_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b176ddda5f83987d6d24_left-46761_top-21246_bottom-21515_right-47072,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/JP.5_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b176ddda5f83987d6d24_left-46761_top-21246_bottom-21515_right-47072.png,1,1,0,0
JP.5_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b174ddda5f83987d6ae1_left-8828_top-57298_bottom-57579_right-9114,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/JP.5_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b174ddda5f83987d6ae1_left-8828_top-57298_bottom-57579_right-9114.png,0,1,0,0
NP.29_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b1b2ddda5f83987da411_left-45778_top-22768_bottom-23038_right-46063,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.29_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b1b2ddda5f83987da411_left-45778_top-22768_bottom-23038_right-46063.png,0,0,0,0
JP.1_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b172ddda5f83987d6893_left-13333_top-57442_bottom-57766_right-13626,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/JP.1_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b172ddda5f83987d6893_left-13333_top-57442_bottom-57766_right-13626.png,1,0,1,0
NP.15_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b14cddda5f83987d4853_left-9341_top-53961_bottom-54254_right-9638,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.15_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b14cddda5f83987d4853_left-9341_top-53961_bottom-54254_right-9638.png,1,0,0,0
NP.10_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b12dddda5f83987d26b8_left-8041_top-55487_bottom-55798_right-8350,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.10_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b12dddda5f83987d26b8_left-8041_top-55487_bottom-55798_right-8350.png,0,1,1,0
NP.8_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b127ddda5f83987d1fdd_left-13094_top-56439_bottom-56715_right-13368,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.8_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b127ddda5f83987d1fdd_left-13094_top-56439_bottom-56715_right-13368.png,0,1,0,0
NP.3_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b113ddda5f83987d0f2f_left-11565_top-57984_bottom-58250_right-11854,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.3_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b113ddda5f83987d0f2f_left-11565_top-57984_bottom-58250_right-11854.png,0,1,0,0
SP.3_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b156ddda5f83987d5549_left-8325_top-57028_bottom-57311_right-8600,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/SP.3_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b156ddda5f83987d5549_left-8325_top-57028_bottom-57311_right-8600.png,1,0,0,0
NP.13_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b142ddda5f83987d3c11_left-16394_top-56673_bottom-56976_right-16711,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.13_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b142ddda5f83987d3c11_left-16394_top-56673_bottom-56976_right-16711.png,1,0,0,0
NP.1_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b108ddda5f83987d04d4_left-7293_top-55222_bottom-55526_right-7614,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.1_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b108ddda5f83987d04d4_left-7293_top-55222_bottom-55526_right-7614.png,1,0,0,0
NP.26_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b19cddda5f83987d8d35_left-59146_top-26895_bottom-27151_right-59420,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.26_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b19cddda5f83987d8d35_left-59146_top-26895_bottom-27151_right-59420.png,0,0,1,0
NP.18_#_E_#_TCGA-AR-A1AR-01Z-00-DX1_id-5e83b169ddda5f83987d617e_left-16798_top-29855_bottom-30124_right-17060,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.18_#_E_#_TCGA-AR-A1AR-01Z-00-DX1_id-5e83b169ddda5f83987d617e_left-16798_top-29855_bottom-30124_right-17060.png,0,0,1,0
NP.15_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b155ddda5f83987d54af_left-58118_top-27633_bottom-27938_right-58392,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.15_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b155ddda5f83987d54af_left-58118_top-27633_bottom-27938_right-58392.png,0,0,1,0
NP.28_#_E_#_TCGA-AR-A1AR-01Z-00-DX1_id-5e83b1a8ddda5f83987d9967_left-14229_top-31888_bottom-32190_right-14507,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.28_#_E_#_TCGA-AR-A1AR-01Z-00-DX1_id-5e83b1a8ddda5f83987d9967_left-14229_top-31888_bottom-32190_right-14507.png,0,0,0,0
NP.28_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b1a6ddda5f83987d9725_left-48814_top-20990_bottom-21274_right-49107,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.28_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b1a6ddda5f83987d9725_left-48814_top-20990_bottom-21274_right-49107.png,0,0,1,0
NP.15_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b14cddda5f83987d4853_left-8066_top-55970_bottom-56285_right-8343,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.15_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b14cddda5f83987d4853_left-8066_top-55970_bottom-56285_right-8343.png,1,0,1,0
NP.10_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b12fddda5f83987d285f_left-44498_top-25059_bottom-25383_right-44755,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.10_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b12fddda5f83987d285f_left-44498_top-25059_bottom-25383_right-44755.png,0,0,0,0
NP.3_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b115ddda5f83987d10f4_left-56338_top-26127_bottom-26424_right-56629,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.3_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b115ddda5f83987d10f4_left-56338_top-26127_bottom-26424_right-56629.png,0,0,0,0
NP.14_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b148ddda5f83987d4367_left-16932_top-55664_bottom-55949_right-17217,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.14_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b148ddda5f83987d4367_left-16932_top-55664_bottom-55949_right-17217.png,0,0,1,0
NP.1_#_E_#_TCGA-AR-A1AR-01Z-00-DX1_id-5e83b10bddda5f83987d07e7_left-17044_top-29867_bottom-30139_right-17315,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.1_#_E_#_TCGA-AR-A1AR-01Z-00-DX1_id-5e83b10bddda5f83987d07e7_left-17044_top-29867_bottom-30139_right-17315.png,0,0,1,0
JP.5_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b176ddda5f83987d6d24_left-44469_top-25062_bottom-25383_right-44755,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/JP.5_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b176ddda5f83987d6d24_left-44469_top-25062_bottom-25383_right-44755.png,1,0,0,0
NP.9_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b12addda5f83987d232f_left-48787_top-20990_bottom-21274_right-49125,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.9_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b12addda5f83987d232f_left-48787_top-20990_bottom-21274_right-49125.png,1,1,0,0
SP.1_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b161ddda5f83987d5acf_left-48315_top-20990_bottom-21247_right-48601,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/SP.1_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b161ddda5f83987d5acf_left-48315_top-20990_bottom-21247_right-48601.png,1,0,0,0
NP.28_#_E_#_TCGA-AR-A1AR-01Z-00-DX1_id-5e83b1a8ddda5f83987d9967_left-17044_top-29858_bottom-30127_right-17330,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.28_#_E_#_TCGA-AR-A1AR-01Z-00-DX1_id-5e83b1a8ddda5f83987d9967_left-17044_top-29858_bottom-30127_right-17330.png,0,0,1,1
NP.6_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b121ddda5f83987d1b6c_left-56821_top-27407_bottom-27664_right-57107,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.6_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b121ddda5f83987d1b6c_left-56821_top-27407_bottom-27664_right-57107.png,0,0,0,0
NP.15_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b152ddda5f83987d50f4_left-14877_top-56438_bottom-56704_right-15173,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.15_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b152ddda5f83987d50f4_left-14877_top-56438_bottom-56704_right-15173.png,0,0,1,0
NP.23_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b18fddda5f83987d815c_left-47296_top-24550_bottom-24839_right-47576,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.23_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b18fddda5f83987d815c_left-47296_top-24550_bottom-24839_right-47576.png,0,0,1,0
NP.6_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b11eddda5f83987d18fb_left-47306_top-21485_bottom-21759_right-47603,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.6_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b11eddda5f83987d18fb_left-47306_top-21485_bottom-21759_right-47603.png,1,0,0,0
NP.23_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b18dddda5f83987d800a_left-8017_top-55487_bottom-55798_right-8340,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.23_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b18dddda5f83987d800a_left-8017_top-55487_bottom-55798_right-8340.png,0,0,1,0
NP.3_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b115ddda5f83987d10f4_left-59118_top-27893_bottom-28176_right-59424,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.3_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b115ddda5f83987d10f4_left-59118_top-27893_bottom-28176_right-59424.png,0,0,1,0
NP.26_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b197ddda5f83987d85f2_left-9344_top-55766_bottom-56022_right-9629,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.26_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b197ddda5f83987d85f2_left-9344_top-55766_bottom-56022_right-9629.png,0,0,1,0
NP.14_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b14cddda5f83987d47a6_left-56850_top-27407_bottom-27664_right-57107,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.14_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b14cddda5f83987d47a6_left-56850_top-27407_bottom-27664_right-57107.png,0,0,0,0
